scene,detect_shell_rad,agent_mass,agent_radius,velocity_max,approach_dist,k_a_ee_1,k_a_ee_2,k_a_ee_3,k_a_ee_4,k_a_ee_5,k_a_ee_6,k_a_ee_7,k_c_ee_1,k_c_ee_2,k_c_ee_3,k_c_ee_4,k_c_ee_5,k_c_ee_6,k_c_ee_7,k_r_ee_1,k_r_ee_2,k_r_ee_3,k_r_ee_4,k_r_ee_5,k_r_ee_6,k_r_ee_7,k_d_ee_1,k_d_ee_2,k_d_ee_3,k_d_ee_4,k_d_ee_5,k_d_ee_6,k_d_ee_7,k_manip_1,k_manip_2,k_manip_3,k_manip_4,k_manip_5,k_manip_6,k_manip_7
scene_1,0.417458713054657,1.0,0.2,0.5,0.25,4.757378578186035,3.727564811706543,4.064800262451172,1.0646157264709473,3.696746587753296,1.1670238971710205,3.233604907989502,2.508106231689453,1.706273078918457,2.683516502380371,1.118658185005188,3.934889554977417,1.4262778759002686,2.5784096717834473,1.984555959701538,4.669960021972656,3.8470051288604736,1.2658207416534424,4.927127361297607,1.2426457405090332,3.5753233432769775,1.349865198135376,3.226247787475586,1.378402590751648,1.627699613571167,3.110405206680298,3.0994386672973633,2.424072265625,1.0594834089279175,2.968442678451538,2.730213165283203,1.3626859188079834,2.5982937812805176,4.188149452209473,4.173580169677734
